tweet_id,retweeted_status_id,retweeted_status_user_id,retweeted_status_timestamp
888202515573088257,8.874739571039519e+17,4196983835.0,2017-07-19 00:47:34+00:00
886054160059072513,8.860537344211026e+17,19607400.0,2017-07-15 02:44:07+00:00
885311592912609280,8.305833205850685e+17,4196983835.0,2017-02-12 01:04:29+00:00
879130579576475649,8.780576130401157e+17,4196983835.0,2017-06-23 01:10:23+00:00
878404777348136964,8.782815110064783e+17,4196983835.0,2017-06-23 16:00:04+00:00
878316110768087041,6.690003974455337e+17,4196983835.0,2015-11-24 03:51:38+00:00
877611172832227328,8.76850772322988e+17,512804507.0,2017-06-19 17:14:49+00:00
874434818259525634,8.663349647612027e+17,4196983835.0,2017-05-21 16:48:45+00:00
873697596434513921,8.688803978194944e+17,4196983835.0,2017-05-28 17:23:24+00:00
873337748698140672,8.732137756329779e+17,4196983835.0,2017-06-09 16:22:42+00:00
872668790621863937,8.726575842595512e+17,154767397.0,2017-06-08 03:32:35+00:00
871166179821445120,8.41077006473257e+17,4196983835.0,2017-03-13 00:02:39+00:00
869988702071779329,8.591969789027738e+17,4196983835.0,2017-05-02 00:04:57+00:00
868639477480148993,8.685522785248379e+17,4196983835.0,2017-05-27 19:39:34+00:00
867072653475098625,8.650134204453683e+17,7.874617784352891e+17,2017-05-18 01:17:25+00:00
866816280283807744,8.664507055314575e+17,4196983835.0,2017-05-22 00:28:40+00:00
866094527597207552,8.378201676945285e+17,4196983835.0,2017-03-04 00:21:08+00:00
863471782782697472,8.630624715311677e+17,4196983835.0,2017-05-12 16:05:02+00:00
861769973181624320,8.06629075125203e+17,4196983835.0,2016-12-07 22:38:52+00:00
860981674716409858,8.605637731402097e+17,4196983835.0,2017-05-05 18:36:06+00:00
860924035999428608,8.609144852504699e+17,363890752.0,2017-05-06 17:49:42+00:00
860177593139703809,7.616729943768064e+17,4196983835.0,2016-08-05 21:19:27+00:00
858860390427611136,8.395493263596708e+17,4196983835.0,2017-03-08 18:52:12+00:00
857062103051644929,8.57061112319234e+17,58709723.0,2017-04-26 02:37:47+00:00
856602993587888130,8.44704788403114e+17,4196983835.0,2017-03-23 00:18:10+00:00
856330835276025856,8.563301587682181e+17,66699013.0,2017-04-24 02:13:14+00:00
855245323840757760,8.421635325903749e+17,4196983835.0,2017-03-16 00:00:07+00:00
855138241867124737,8.551225332674601e+17,7.475543444348314e+17,2017-04-20 18:14:33+00:00
852936405516943360,8.316500515250545e+17,4196983835.0,2017-02-14 23:43:18+00:00
851953902622658560,8.29374341691347e+17,4196983835.0,2017-02-08 17:00:26+00:00
851861385021730816,8.482893821761004e+17,341021133.0,2017-04-01 21:42:03+00:00
849668094696017920,8.331246945974436e+17,4196983835.0,2017-02-19 01:23:00+00:00
847978865427394560,8.323698773316936e+17,4196983835.0,2017-02-16 23:23:38+00:00
847971574464610304,8.47971000004354e+17,597064155.0,2017-04-01 00:36:55+00:00
845459076796616705,7.562885340304753e+17,4196983835.0,2016-07-22 00:43:32+00:00
845098359547420673,7.733088242540298e+17,4196983835.0,2016-09-06 23:56:05+00:00
842892208864923648,8.071068405092147e+17,4196983835.0,2016-12-09 06:17:20+00:00
841833993020538882,8.174238601360835e+17,4196983835.0,2017-01-06 17:33:29+00:00
840761248237133825,8.406323370628628e+17,4196983835.0,2017-03-11 18:35:42+00:00
840728873075638272,6.671521640794235e+17,4196983835.0,2015-11-19 01:27:25+00:00
839290600511926273,8.392899192982241e+17,41198418.0,2017-03-08 01:41:24+00:00
838916489579200512,8.3890598062882e+17,811740824.0,2017-03-07 00:15:46+00:00
838831947270979586,7.838399664052306e+17,4196983835.0,2016-10-06 01:23:05+00:00
838201503651401729,8.207497168456868e+17,4196983835.0,2017-01-15 21:49:15+00:00
837012587749474308,8.370113446668124e+17,726634734.0,2017-03-01 18:47:10+00:00
836648853927522308,8.366481490034852e+17,7.124572472347566e+17,2017-02-28 18:43:57+00:00
836397794269200385,8.178278394877379e+17,4196983835.0,2017-01-07 20:18:46+00:00
835685285446955009,7.869630643735347e+17,4196983835.0,2016-10-14 16:13:10+00:00
835536468978302976,8.35264098648617e+17,4196983835.0,2017-02-24 23:04:14+00:00
835309094223372289,7.530398308215112e+17,4196983835.0,2016-07-13 01:34:21+00:00
834477809192075265,8.295019951909847e+17,4196983835.0,2017-02-09 01:27:41+00:00
833732339549220864,8.324343582922097e+17,44667502.0,2017-02-17 03:39:51+00:00
832769181346996225,8.327663821985669e+17,487197737.0,2017-02-18 01:39:12+00:00
832215909146226688,7.867090828498289e+17,4196983835.0,2016-10-13 23:23:56+00:00
832215726631055365,7.932864763017994e+17,4196983835.0,2016-11-01 03:00:09+00:00
832040443403784192,7.69940425801171e+17,4196983835.0,2016-08-28 16:51:16+00:00
830173239259324417,8.09220051211604e+17,4196983835.0,2016-12-15 02:14:29+00:00
829878982036299777,8.269586533285929e+17,4196983835.0,2017-02-02 01:01:21+00:00
828801551087042563,8.102541084311552e+17,4196983835.0,2016-12-17 22:43:27+00:00
827228250799742977,6.946697223784858e+17,4196983835.0,2016-02-02 23:52:22+00:00
826615380357632002,8.099207643004477e+17,4196983835.0,2016-12-17 00:38:52+00:00
825120256414846976,8.250265907194839e+17,4196983835.0,2017-01-27 17:04:02+00:00
824796380199809024,7.950767302853919e+17,4196983835.0,2016-11-06 01:33:58+00:00
823719002937630720,7.840579396403528e+17,4196983835.0,2016-10-06 15:49:14+00:00
823269594223824897,8.222448165201551e+17,4196983835.0,2017-01-20 00:50:15+00:00
822647212903690241,8.224890570873897e+17,4196983835.0,2017-01-20 17:00:46+00:00
822163064745328640,7.862339652418273e+17,4196983835.0,2016-10-12 15:55:59+00:00
821813639212650496,7.806013036177326e+17,4196983835.0,2016-09-27 02:53:48+00:00
821421320206483457,7.82305867769217e+17,4196983835.0,2016-10-01 19:47:08+00:00
820837357901512704,8.192276884602388e+17,4196983835.0,2017-01-11 17:01:16+00:00
820494788566847489,8.203146337770619e+17,4196983835.0,2017-01-14 17:00:24+00:00
820446719150292993,8.001414224018309e+17,4196983835.0,2016-11-20 00:59:15+00:00
820013781606658049,8.199522364533637e+17,4196983835.0,2017-01-13 17:00:21+00:00
819015337530290176,8.190048031079834e+17,4196983835.0,2017-01-11 02:15:36+00:00
819015331746349057,8.19006400881918e+17,4196983835.0,2017-01-11 02:21:57+00:00
818646164899774465,8.083448658682839e+17,4196983835.0,2016-12-12 16:16:49+00:00
818588835076603904,7.735475969965711e+17,4196983835.0,2016-09-07 15:44:53+00:00
818307523543449600,8.164505708148982e+17,4196983835.0,2017-01-04 01:05:59+00:00
817502432452313088,6.924173130233324e+17,4196983835.0,2016-01-27 18:42:06+00:00
817181837579653120,8.159660734094336e+17,4196983835.0,2017-01-02 17:00:46+00:00
816829038950027264,7.90946055508652e+17,4196983835.0,2016-10-25 16:00:09+00:00
816062466425819140,8.159907208174019e+17,4196983835.0,2017-01-02 18:38:42+00:00
816014286006976512,7.320056171713372e+17,4196983835.0,2016-05-16 00:31:53+00:00
815745968457060357,7.914069556843684e+17,4196983835.0,2016-10-26 22:31:36+00:00
814578408554463233,6.981954092195594e+17,4196983835.0,2016-02-12 17:22:12+00:00
813944609378369540,7.902771173469757e+17,4196983835.0,2016-10-23 19:42:02+00:00
812747805718642688,6.800554559518843e+17,4196983835.0,2015-12-24 16:00:30+00:00
809808892968534016,7.93962221541933e+17,4196983835.0,2016-11-02 23:45:19+00:00
808134635716833280,8.01167903437357e+17,4196983835.0,2016-11-22 20:58:07+00:00
807059379405148160,7.829691400091075e+17,4196983835.0,2016-10-03 15:42:44+00:00
806620845233815552,7.815246933963571e+17,4196983835.0,2016-09-29 16:03:01+00:00
806242860592926720,7.833346399853896e+17,4196983835.0,2016-10-04 15:55:06+00:00
805958939288408065,7.827225987907256e+17,4196983835.0,2016-10-02 23:23:04+00:00
805823200554876929,7.841831657956557e+17,4196983835.0,2016-10-07 00:06:50+00:00
804413760345620481,7.848260202937098e+17,4196983835.0,2016-10-08 18:41:19+00:00
803692223237865472,6.914168664520827e+17,4196983835.0,2016-01-25 00:26:41+00:00
803321560782307329,7.677549302664643e+17,4196983835.0,2016-08-22 16:06:54+00:00
802624713319034886,7.776842335402066e+17,4196983835.0,2016-09-19 01:42:24+00:00
802247111496568832,7.790560957887529e+17,4196983835.0,2016-09-22 20:33:42+00:00
802185808107208704,8.000650281163858e+17,24885566.0,2016-11-19 19:55:41+00:00
801127390143516673,7.75733305207554e+17,4196983835.0,2016-09-13 16:30:07+00:00
800855607700029440,8.008540229702861e+17,79923701.0,2016-11-22 00:10:52+00:00
800443802682937345,7.761133056561889e+17,4196983835.0,2016-09-14 17:40:06+00:00
800188575492947969,6.816940855398728e+17,4196983835.0,2015-12-29 04:31:49+00:00
799774291445383169,7.750851326004429e+17,4196983835.0,2016-09-11 21:34:30+00:00
799308762079035393,7.74314403806253e+17,4196983835.0,2016-09-09 18:31:54+00:00
798705661114773508,7.406769760217989e+17,4196983835.0,2016-06-08 22:48:46+00:00
798701998996647937,7.18631497683583e+17,4196983835.0,2016-04-09 02:47:55+00:00
798697898615730177,7.128090259859784e+17,4196983835.0,2016-03-24 01:11:29+00:00
798694562394996736,7.012147008817562e+17,4196983835.0,2016-02-21 01:19:47+00:00
798686750113755136,6.833918525575619e+17,4196983835.0,2016-01-02 20:58:09+00:00
798682547630837760,6.769365419361853e+17,4196983835.0,2015-12-16 01:27:03+00:00
798673117451325440,6.755010759574897e+17,4196983835.0,2015-12-12 02:23:01+00:00
798665375516884993,6.718968093007094e+17,4196983835.0,2015-12-02 03:40:57+00:00
798644042770751489,6.704449556561306e+17,4196983835.0,2015-11-28 03:31:48+00:00
798628517273620480,6.67509364010451e+17,4196983835.0,2015-11-20 01:06:48+00:00
798585098161549313,6.671827920700621e+17,4196983835.0,2015-11-19 03:29:07+00:00
798576900688019456,6.661041332886651e+17,4196983835.0,2015-11-16 04:02:55+00:00
798340744599797760,7.717704565170094e+17,4196983835.0,2016-09-02 18:03:10+00:00
796904159865868288,6.8731730631424e+17,4196983835.0,2016-01-13 16:56:30+00:00
796563435802726400,7.809316141509837e+17,4196983835.0,2016-09-28 00:46:20+00:00
796177847564038144,7.961497490868756e+17,4196983835.0,2016-11-09 00:37:46+00:00
794983741416415232,7.895308770133934e+17,4196983835.0,2016-10-21 18:16:44+00:00
794355576146903043,7.887659149929021e+17,4196983835.0,2016-10-19 15:37:03+00:00
793614319594401792,7.916723228476375e+17,4196983835.0,2016-10-27 16:06:04+00:00
791821351946420224,6.848309826592809e+17,4196983835.0,2016-01-06 20:16:44+00:00
791784077045166082,6.820880793022136e+17,4196983835.0,2015-12-30 06:37:25+00:00
791780927877898241,7.467577061161124e+17,4196983835.0,2016-06-25 17:31:25+00:00
791026214425268224,7.638375655647805e+17,4196983835.0,2016-08-11 20:40:41+00:00
790723298204217344,7.899864660510884e+17,4196983835.0,2016-10-23 00:27:05+00:00
790227638568808452,7.626998581301166e+17,4196983835.0,2016-08-08 17:19:51+00:00
789960241177853952,7.624645393884856e+17,4196983835.0,2016-08-08 01:44:46+00:00
789280767834746880,7.507196325631427e+17,4196983835.0,2016-07-06 15:54:42+00:00
788552643979468800,7.36392552031658e+17,4196983835.0,2016-05-28 03:04:00+00:00
788070120937619456,7.610045478505308e+17,4196983835.0,2016-08-04 01:03:17+00:00
787111942498508800,7.529324327441859e+17,4196983835.0,2016-07-12 18:27:35+00:00
786729988674449408,7.594476815971082e+17,4196983835.0,2016-07-30 17:56:51+00:00
786036967502913536,7.798343325968876e+17,4196983835.0,2016-09-25 00:06:08+00:00
783347506784731136,6.742918370630533e+17,4196983835.0,2015-12-08 18:17:56+00:00
782021823840026624,7.076109487234785e+17,4196983835.0,2016-03-09 16:56:11+00:00
780496263422808064,7.424231704734638e+17,4196983835.0,2016-06-13 18:27:32+00:00
780476555013349377,7.804657092979958e+17,1228325660.0,2016-09-26 17:55:00+00:00
780092040432480260,7.533756688770089e+17,4196983835.0,2016-07-13 23:48:51+00:00
779124354206535695,6.794628231356867e+17,4196983835.0,2015-12-23 00:45:35+00:00
778774459159379968,7.580996357643592e+17,4196983835.0,2016-07-27 00:40:12+00:00
778396591732486144,7.030419496500347e+17,4196983835.0,2016-02-26 02:20:37+00:00
777953400541634568,7.681934045178307e+17,4196983835.0,2016-08-23 21:09:14+00:00
777641927919427584,7.50429297815552e+17,4196983835.0,2016-07-05 20:41:01+00:00
776819012571455488,6.798284471878574e+17,4196983835.0,2015-12-24 00:58:27+00:00
776249906839351296,7.007477885150208e+17,4196983835.0,2016-02-19 18:24:26+00:00
775898661951791106,7.33109485275861e+17,4196983835.0,2016-05-19 01:38:16+00:00
775096608509886464,7.40373189193257e+17,4196983835.0,2016-06-08 02:41:38+00:00
773336787167145985,7.713807980962816e+17,4196983835.0,2016-09-01 16:14:48+00:00
772615324260794368,7.652220986336911e+17,4196983835.0,2016-08-15 16:22:20+00:00
771171053431250945,6.733201328113664e+17,4196983835.0,2015-12-06 01:56:44+00:00
771004394259247104,7.710021304507433e+17,1732729088.0,2016-08-31 15:10:07+00:00
770743923962707968,7.392381577916948e+17,4196983835.0,2016-06-04 23:31:25+00:00
770093767776997377,7.410673068187976e+17,4196983835.0,2016-06-10 00:39:48+00:00
769335591808995329,7.069045238146499e+17,4196983835.0,2016-03-07 18:09:06+00:00
768909767477751808,7.001437520531825e+17,4196983835.0,2016-02-18 02:24:13+00:00
768554158521745409,7.399791916392448e+17,4196983835.0,2016-06-07 00:36:02+00:00
766864461642756096,7.599237987370516e+17,4196983835.0,2016-08-01 01:28:46+00:00
766078092750233600,7.258422890467492e+17,4196983835.0,2016-04-29 00:21:01+00:00
763167063695355904,6.732952685536051e+17,4196983835.0,2015-12-06 00:17:55+00:00
761750502866649088,6.853251128501248e+17,4196983835.0,2016-01-08 05:00:14+00:00
761371037149827077,7.116947884295537e+17,4196983835.0,2016-03-20 23:23:54+00:00
760153949710192640,7.601538332596019e+17,195036846.0,2016-08-01 16:42:51+00:00
759566828574212096,7.395440793195889e+17,4196983835.0,2016-06-05 19:47:03+00:00
759159934323924993,6.703191306214359e+17,4196983835.0,2015-11-27 19:11:49+00:00
757729163776290825,6.790626142704681e+17,4196983835.0,2015-12-21 22:15:18+00:00
757597904299253760,7.575971410995487e+17,280479778.0,2016-07-25 15:23:28+00:00
754874841593970688,6.791583739888763e+17,4196983835.0,2015-12-22 04:35:49+00:00
753298634498793472,6.815231776636764e+17,4196983835.0,2015-12-28 17:12:42+00:00
752701944171524096,6.835159323633295e+17,4196983835.0,2016-01-03 05:11:12+00:00
752309394570878976,6.75354435921576e+17,4196983835.0,2015-12-11 16:40:19+00:00
747242308580548608,7.047611207714652e+17,4196983835.0,2016-03-01 20:11:59+00:00
746521445350707200,6.678667242938778e+17,4196983835.0,2015-11-21 00:46:50+00:00
743835915802583040,6.671382696715059e+17,4196983835.0,2015-11-19 00:32:12+00:00
711998809858043904,7.119982797733478e+17,783214.0,2016-03-21 19:29:52+00:00
667550904950915073,6.675486956640707e+17,4296831739.0,2015-11-20 03:43:06+00:00
667550882905632768,6.67548415174144e+17,4296831739.0,2015-11-20 03:41:59+00:00
